Ticker,m20tmrw,Close,63d %,daily delta,previous daily delta,63d peak,chance,Earnings Offset Closest,Overall Record,average_duration,total_days_below_threshold
LNC,24.36,30.45,0.0146617794068641,0.0190763052208835,0.013912453342382,30.45,0,32,90 - 16 (84.91%),54.0,272.0
LIVN,45.696,54.39,-0.0477941176470587,-0.0005512679162072,-0.027867095391211,57.12,0,24,112 - 7 (94.12%),21.0,219.0
LNT,41.864000000000004,48.26,-0.0777756545002866,-0.0076084721365413,-0.0008218615163344,52.33,0,-26,10 - 0 (100.00%),0.0,0.0
LLY,633.8240000000001,774.9,-0.0219366890493259,0.0022764311767597,0.0032831133777138,792.28,0,-21,1 - 0 (100.00%),0.0,0.0
LNW,85.76,104.5,-0.0251865671641791,-0.0164705882352941,0.0130625476735317,107.2,0,20,125 - 37 (77.16%),13.0,79.0
LMT,370.54400000000004,445.99,-0.037113001424932,-0.0007169904326589,0.0009643850363325,463.18,0,-14,8 - 0 (100.00%),0.0,0.0
LNTH,54.608000000000004,58.75,-0.139320246117785,-0.0047433508385567,0.0001694340901388,68.26,0,23,124 - 19 (86.71%),23.0,253.0
LOGI,76.768,90.76,-0.054189245518966,-0.0039508340649692,0.0030823425803609,95.96,0,-28,50 - 27 (64.94%),15.0,126.0
LPL,4.336,4.15,-0.2343173431734316,0.0121951219512197,-0.0048543689320389,5.42,0,12,119 - 49 (70.83%),65.0,914.0
LPX,66.06400000000001,82.36,-0.0026640833131508,-0.0026640833131508,0.0021844660194174,82.58,0,-25,96 - 11 (89.72%),13.0,161.0
LRCX,795.6560000000001,967.23,-0.0274892667182803,-0.0043542708912358,-0.0065855404438081,994.57,0,-15,72 - 6 (92.31%),66.0,266.0
LOPE,114.08800000000002,133.61,-0.0635031891778227,-0.0020167314012546,0.0043510877719428,142.61,0,29,40 - 17 (70.18%),0.0,0.0
LUV,27.864,28.41,-0.1843238587424633,-0.0035075412136093,0.0021089630931458,34.83,0,-21,83 - 8 (91.21%),9.0,81.0
LYB,81.83200000000001,101.14,-0.0112425457033923,0.0064683053040104,-0.0048524460289166,102.29,0,-22,40 - 11 (78.43%),88.0,88.0
LUMN,1.512,1.55,-0.1798941798941797,-0.0372670807453416,0.0,1.89,0,-29,138 - 70 (66.35%),127.0,1146.0
LXP,8.072000000000001,8.77,-0.1308225966303271,-0.0067950169875424,-0.0134078212290501,10.09,0,-25,31 - 12 (72.09%),13.0,106.0
LVS,44.2,50.85,-0.0796380090497737,0.0105325914149443,0.0043912175648701,55.25,0,-15,73 - 31 (70.19%),13.0,68.0
LPLA,219.016,260.22,-0.0494941008876061,-0.0087989944006396,0.0082958866228826,273.77,0,-21,35 - 1 (97.22%),5.0,64.0
LSCC,66.856,77.67,-0.0705994974273063,-0.0117063239597913,-0.013679718875502,83.57,0,-28,95 - 9 (91.35%),15.0,212.0
LOW,208.8,251.42,-0.0367049808429119,-0.0101574803149606,-0.0174081237911025,261.0,0,20,29 - 1 (96.67%),6.0,31.0
LSTR,158.88,184.71,-0.0712022929551968,0.0070330389270527,-0.0107329701742086,198.6,0,-20,16 - 0 (100.00%),6.0,6.0
LYV,85.328,104.38,-0.0213763360210013,-0.0162111215834118,0.0010378337579017,106.66,0,23,50 - 10 (83.33%),14.0,144.0
LULU,409.03200000000004,386.14,-0.2447730250933912,-0.007096940087426,-0.0354423472804386,511.29,0,3,84 - 4 (95.45%),44.0,446.0
MA,390.91200000000003,476.8,-0.0242305173542893,0.0015965044954204,-0.0116885004256025,488.64,0,-21,20 - 0 (100.00%),2.0,5.0
LYG,2.08,2.58,-0.0076923076923076,0.0,-0.0076923076923076,2.6,0,23,58 - 15 (79.45%),6.0,54.0
M,17.232,19.08,-0.1142061281337047,-0.0280183392766174,-0.0306172839506173,21.54,0,20,174 - 33 (84.06%),41.0,287.0
MAC,13.975999999999999,16.67,-0.0457927876359471,-0.0023937761819269,-0.0170588235294116,17.47,0,-26,125 - 42 (74.85%),83.0,836.0
MAIN,37.12,46.4,0.0032432432432432,0.0058530240624321,0.0028260869565217,46.4,0,23,20 - 0 (100.00%),15.0,30.0
MANH,212.82399999999998,249.58,-0.0618351313761604,0.0043056617439942,-0.0092887896667198,266.03,0,-19,56 - 5 (91.80%),5.0,41.0
MANU,17.36,13.83,-0.3626728110599078,-0.012847965738758,0.0144822592324402,21.7,0,10,63 - 24 (72.41%),15.0,187.0
MAN,63.792,74.83,-0.0615751191371958,0.007675733907891,0.0031068485749021,79.74,0,-16,55 - 20 (73.33%),6.0,92.0
MAR,204.216,252.18,-0.0121048301798096,0.0002776565784776,-0.0119532842138265,255.27,0,29,35 - 3 (92.11%),18.0,36.0
MAS,62.54400000000001,76.59,-0.0203376822716807,0.0076305749243519,-0.014137483787289,78.18,0,-20,39 - 4 (90.70%),147.0,591.0
MAT,16.216,19.4,-0.042920572274297,0.0025839793281652,-0.0046296296296296,20.27,0,-20,113 - 18 (86.26%),16.0,81.0
MAA,109.24000000000001,128.83,-0.056536067374588,-0.0089999999999998,-0.0064959877722582,136.55,0,-20,31 - 0 (100.00%),14.0,57.0
MCD,240.42399999999998,278.62,-0.0729045353209328,0.0,-0.0141881612001556,300.53,0,-19,6 - 0 (100.00%),0.0,0.0
MATX,97.84,108.83,-0.1101390024529844,-0.008382687927107,0.0158274713069233,122.3,0,25,59 - 7 (89.39%),22.0,179.0
MASI,112.52000000000001,140.65,0.0087499103492791,0.0087499103492791,0.0333506262506484,140.65,0,20,50 - 28 (64.10%),72.0,650.0
MCY,40.61600000000001,49.12,-0.0324995075832185,0.0042936004906972,0.0103284445362528,50.77,0,29,37 - 7 (84.09%),26.0,160.0
MCK,428.87200000000007,536.09,0.0032750683085676,0.0066472631677778,-3.7553748803098586e-05,536.09,0,33,20 - 0 (100.00%),0.0,0.0
MC,46.136,55.17,-0.0433500953702098,-0.002891740466293,-0.006464356257856,57.67,0,-20,97 - 21 (82.20%),62.0,687.0
MCHP,74.67200000000001,86.24,-0.076065995286051,-0.0160867084997149,-0.0044298046342571,93.34,0,-26,47 - 2 (95.92%),9.0,45.0
MCO,324.136,390.92,-0.0351704222918775,0.0112528132033009,-0.0027602930554122,405.17,0,-19,32 - 0 (100.00%),12.0,50.0
MDT,70.47200000000001,83.7,-0.0498353956181177,0.0055261893320519,0.0019258545979778,88.09,0,25,27 - 0 (100.00%),10.0,40.0
MDU,18.896,23.62,0.0172265288544359,0.0172265288544359,0.0095652173913043,23.62,0,-26,14 - 0 (100.00%),0.0,0.0
MDGL,226.58400000000003,247.62,-0.1257282067577587,0.0,-0.0023368251410152,283.23,0,19,160 - 45 (78.05%),20.0,303.0
MELI,1454.384,1537.46,-0.1543031276471688,-0.0081350524902135,-0.0139441726728541,1817.98,0,23,104 - 7 (93.69%),22.0,133.0
META,409.75200000000007,495.89,-0.0318241277650872,-0.0141743867043059,-0.0128733466776561,512.19,0,-20,50 - 24 (67.57%),52.0,418.0
MDC,50.400000000000006,62.83,-0.0026984126984127,0.000318420633657,-0.0006364359586316,63.0,0,-29,53 - 11 (82.81%),54.0,650.0
MET,58.688,73.06,-0.0040894220283532,-0.0005471956224348,0.0064711551700398,73.36,0,-25,26 - 1 (96.30%),11.0,23.0
MFG,3.4320000000000004,4.04,-0.0582750582750583,0.0,-0.0073710073710073,4.29,0,36,13 - 1 (92.86%),5.0,11.0
MFC,19.832,24.16,-0.0254134731746671,-0.0045323444581788,0.0112499999999999,24.79,0,28,34 - 3 (91.89%),4.0,17.0
MDLZ,61.49600000000001,70.04,-0.0888513074021074,-0.0114326040931543,-0.0214088397790056,76.87,0,-21,4 - 0 (100.00%),0.0,0.0
MGA,47.856,53.51,-0.1054831160147108,-0.0013064576334452,-0.0226194819408974,59.82,0,-27,82 - 4 (95.35%),75.0,681.0
MGPI,81.04,82.95,-0.1811451135241855,0.0092468670154519,-0.0134437642539911,101.3,0,23,73 - 23 (76.04%),10.0,95.0
MGRC,104.08800000000002,122.24,-0.0604872799938515,0.0044371405094494,0.0018109976950937,130.11,0,24,20 - 1 (95.24%),0.0,0.0
MEOH,39.04,44.4,-0.0905366653011061,0.0061182868796736,-0.0047361299052773,48.8,0,-20,122 - 19 (86.52%),28.0,115.0
MGM,37.61600000000001,46.46,-0.011909825606125,0.0428731762065095,0.0017989655947829,47.02,0,-28,65 - 6 (91.55%),28.0,85.0
MGEE,64.69600000000001,76.54,-0.0535427228885866,-0.0091909385113267,0.0025957170668398,80.87,0,24,14 - 0 (100.00%),0.0,0.0
MHK,100.94400000000002,125.1,-0.0085592011412268,-0.0043772383605253,0.0042359335038362,126.18,0,-21,128 - 18 (87.67%),45.0,818.0
MIDD,125.36,155.75,-0.0060625398851307,0.0068524145064321,0.0019431310318025,156.7,0,25,62 - 4 (93.94%),11.0,104.0
MKC,61.84,77.3,0.1038126517206909,0.1052330569059194,-0.0012851635013566,77.3,0,0,21 - 1 (95.45%),11.0,95.0
MKL,1218.432,1489.96,-0.0217197184578211,-0.0144072393400981,-0.0045369839921508,1523.04,0,-20,12 - 0 (100.00%),0.0,0.0
MLM,490.36000000000007,610.1,-0.0046496451586589,0.0087465485028357,-0.0038048491237318,612.95,0,-26,33 - 0 (100.00%),1.0,2.0
MLCO,7.384,7.09,-0.2318526543878657,0.0365497076023391,-0.0086956521739131,9.23,0,18,144 - 61 (70.24%),73.0,883.0
MKTX,237.13600000000002,214.52,-0.2762971459415694,-0.0232219287860849,-0.0093820478123589,296.42,0,-20,53 - 35 (60.23%),25.0,204.0
MKSI,106.68800000000002,126.51,-0.0513647270545891,0.0070848590988696,-0.009227857086521,133.36,0,-25,108 - 17 (86.40%),35.0,248.0
MMM,88.0,102.63,-0.067,-0.0210797405570394,-0.0181681962914402,110.0,0,-19,43 - 11 (79.63%),10.0,90.0
MLI,43.368,52.91,-0.0239808153477218,-0.005451127819549,-0.0144497962208224,54.21,0,-19,47 - 14 (77.05%),4.0,22.0
MMC,166.32000000000002,203.37,-0.0217893217893218,0.0014280086665352,-0.0065551315918206,207.9,0,-16,6 - 0 (100.00%),0.0,0.0
MMS,68.49600000000001,82.5,-0.0364400840925017,-0.0061438380917961,0.0065478355765733,85.62,0,-25,7 - 0 (100.00%),8.0,16.0
MNST,48.68000000000001,59.32,-0.0251437962202136,0.0038923675748856,-0.006890756302521,60.85,0,19,20 - 0 (100.00%),0.0,0.0
MMSI,65.0,72.91,-0.1026461538461539,0.0016485781013875,0.0066380860185313,81.25,0,19,31 - 11 (73.81%),12.0,84.0
MOH,335.624,418.44,-0.0025981455438227,0.0143508193542132,-0.0053047839506173,419.53,0,-20,65 - 0 (100.00%),12.0,49.0
MMYT,55.776,69.72,0.0144041903099083,0.0246913580246912,-0.0100392841553905,69.72,0,-39,151 - 19 (88.82%),5.0,16.0
MOG-A,126.456,,,,,,,,,,
MPLX,32.704,40.88,0.0022064231429272,0.004669451953797,0.0029578506285432,40.88,0,-24,24 - 3 (88.89%),0.0,0.0
MPC,160.136,197.38,-0.0139381525703151,-0.0122604213581545,-0.0016985562272067,200.17,0,-24,56 - 6 (90.32%),8.0,52.0
MORN,248.592,303.75,-0.0224946900946129,0.0074961026899731,-0.0075710194542283,310.74,0,-20,30 - 1 (96.77%),51.0,467.0
MOS,29.32,30.5,-0.1678035470668485,-0.0252476829658037,0.0035279025016035,36.65,0,24,118 - 24 (83.10%),13.0,261.0
MO,35.96,43.12,-0.0407119021134595,-0.0032362459546925,0.006514657980456,44.95,0,-21,33 - 3 (91.67%),0.0,0.0
MPWR,614.08,666.49,-0.1317222511724857,-0.0043025531469889,-0.0043729827014322,767.6,0,-26,65 - 5 (92.86%),8.0,156.0
MODG,12.608,15.62,-0.0088832487309644,0.0,-0.0088832487309644,15.76,0,29,83 - 14 (85.57%),6.0,95.0
MRCY,29.480000000000004,27.33,-0.2583446404341927,-0.0025547445255474,-0.004722121322194,36.85,0,-29,83 - 26 (76.15%),12.0,212.0
MPW,4.064,3.98,-0.2165354330708662,0.0050505050505049,-0.0341463414634145,5.08,0,-21,89 - 28 (76.07%),27.0,412.0
MSCI,483.44,551.68,-0.0870759556511666,0.0006166793630062,-0.0032000867820144,604.3,0,-19,26 - 9 (74.29%),9.0,47.0
MRK,103.56,125.52,-0.0303592120509849,0.0016758439071102,0.0117884537747274,129.45,0,-21,1 - 0 (100.00%),0.0,0.0
MRO,22.056,27.44,-0.0047152702212549,-0.0047152702212549,0.0173431734317341,27.57,0,24,111 - 22 (83.46%),8.0,120.0
MSI,279.336,347.61,-0.0044677377781596,-0.0008910094274545,-0.0018361257746155,349.17,0,-26,17 - 0 (100.00%),0.0,0.0
MSFT,343.49600000000004,421.65,-0.0179798309150616,-0.0028614671522491,-0.0137146055884684,429.37,0,-19,12 - 0 (100.00%),5.0,23.0
MS,75.12,91.28,-0.02790202342918,0.0015360983102918,-0.0088091353996737,93.9,0,-14,36 - 4 (90.00%),8.0,48.0
MT,23.12,27.01,-0.0653979238754324,-0.0029531192321888,0.0070631970260224,28.9,0,-26,96 - 21 (82.05%),10.0,118.0
MSTR,1501.592,1876.99,0.0113092672413792,0.0113092672413792,0.2186474064346684,1876.99,0,-28,149 - 12 (92.55%),98.0,1086.0
MSM,82.464,97.61,-0.0567259373792037,-0.0141399858600141,0.0056881665820214,103.08,0,-2,25 - 1 (96.15%),0.0,0.0
MRVL,68.072,68.26,-0.197790574685627,0.0323653962492438,-0.006311992786294,85.09,0,13,77 - 13 (85.56%),12.0,239.0
MSA,155.08,193.85,0.0258242049002486,0.0258242049002486,0.0080012802048328,193.85,0,28,10 - 0 (100.00%),0.0,0.0
MTB,116.68,141.23,-0.0316763798423037,-0.007519325368939,0.0010552233556102,145.85,0,-13,50 - 2 (96.15%),24.0,121.0
MSGS,155.784,181.49,-0.067991578082473,0.0016557205143772,-0.0059252756899106,194.73,0,-26,26 - 1 (96.30%),3.0,10.0
MTCH,31.232,35.67,-0.0863217213114753,0.0093378607809846,-0.0114685314685313,39.04,0,-29,132 - 29 (81.99%),107.0,969.0
MTX,59.879999999999995,74.82,-0.0004008016032064,0.0098528816304492,-0.0093595400454606,74.85,0,-21,48 - 5 (90.57%),6.0,51.0
MTSI,78.808,94.94,-0.0362399756369912,-0.0193161863443859,-0.0128479657387579,98.51,0,-26,121 - 15 (88.97%),59.0,474.0
MUFG,8.8,10.42,-0.0527272727272727,-0.0057251908396946,-0.0094517958412098,11.0,0,35,20 - 0 (100.00%),4.0,19.0
MTH,141.256,166.86,-0.0549923543070736,-0.0023318385650223,0.0078336848448328,176.57,0,-20,68 - 5 (93.15%),68.0,619.0
MTG,17.568,21.74,-0.0100182149362478,-0.0045787545787546,0.002294630564479,21.96,0,-25,47 - 5 (90.38%),3.0,10.0
MTN,189.48000000000002,218.72,-0.0765463373443107,-0.0002285505325227,-0.0123250564334085,236.85,0,11,28 - 19 (59.57%),31.0,125.0
MU,95.04,118.8,0.0142576624263639,0.0142576624263639,0.0627892205788949,118.8,0,4,68 - 18 (79.07%),15.0,138.0
MTZ,73.904,91.57,-0.008768131630223,-0.0052145573058121,0.0242572604873705,92.38,0,18,70 - 20 (77.78%),5.0,55.0
MTDR,54.92000000000001,65.11,-0.0515659140568099,-0.0501823486506199,0.0101679929266136,68.65,0,-19,124 - 20 (86.11%),13.0,176.0
MUSA,337.432,414.32,-0.017710234951042,-0.0011331034981557,0.0056490326334674,421.79,0,-29,13 - 0 (100.00%),0.0,0.0
MTD,1080.3680000000002,1315.0699,-0.0262059594508538,-0.0037349242424242,-0.0057246158481469,1350.46,0,-26,30 - 1 (96.77%),3.0,28.0
MUR,36.224000000000004,44.75,-0.0117049469964664,-0.0117049469964664,0.0221218961625282,45.28,0,-25,120 - 10 (92.31%),13.0,108.0
MWA,12.896,15.78,-0.0210918114143922,-0.0012658227848102,-0.0069138906348208,16.12,0,32,39 - 11 (78.00%),8.0,17.0
NEE,50.336000000000006,61.43,-0.0236808645899555,-0.0188468295799393,0.0134347685335058,62.92,0,-19,20 - 1 (95.24%),8.0,43.0
NAVI,15.240000000000002,17.06,-0.1082070047046523,-0.0052478134110787,0.0196195005945303,19.05,0,-20,63 - 6 (91.30%),52.0,471.0
NBIX,114.99200000000002,141.16,-0.0179490747182413,0.0064884135472369,-0.0083433500671711,143.74,0,-25,87 - 6 (93.55%),4.0,4.0
MXL,19.936000000000003,17.95,-0.2796950240770466,-0.0115638766519824,0.0033149171270716,24.92,0,-20,133 - 26 (83.65%),21.0,401.0
NDSN,218.968,268.43,-0.0192904899346022,0.004791315740221,-0.0051020408163265,273.71,0,24,15 - 0 (100.00%),0.0,0.0
NEU,515.112,625.3,-0.0288713910761155,-0.0077280733770253,0.0068865241427793,643.89,0,-20,12 - 0 (100.00%),0.0,0.0
NCLH,16.56,20.16,-0.0377088305489259,-0.0185004868549172,-0.0077294685990337,20.7,0,20,159 - 24 (86.89%),30.0,307.0
NDAQ,49.968,62.23,-0.0036823567082934,0.0191614805109727,-0.0092487424955378,62.46,0,-15,14 - 1 (93.33%),2.0,15.0
NGG,55.42400000000001,,,,,,,,,,
NFLX,503.39200000000005,629.24,0.0019585675387334,0.002836834220508,-0.0008757822327669,629.24,0,-16,58 - 21 (73.42%),119.0,595.0
NEP,25.176000000000002,27.91,-0.1131236097870987,-0.0007160759040457,-0.0116772823779194,31.47,0,-19,55 - 12 (82.09%),6.0,99.0
NEM,33.904,34.0,-0.1977347805568664,0.0023584905660376,0.0044418122594018,42.38,0,-21,52 - 28 (65.00%),12.0,221.0
NEOG,16.44,15.0,-0.2729035385361124,-0.0125082290980907,-0.0013149243918475,20.55,0,-9,69 - 67 (50.74%),77.0,1012.0
NFG,42.032000000000004,52.18,-0.00685192234488,-0.0034377387318563,0.0088631984585743,52.54,0,-25,7 - 2 (77.78%),0.0,0.0
NICE,209.256,261.57,0.0013782014471115,0.0048789857856319,-0.0034837869913095,261.57,0,23,45 - 11 (80.36%),154.0,618.0
NI,21.872,26.97,-0.0135332845647403,-0.0066298342541436,0.0018450184501843,27.34,0,24,11 - 0 (100.00%),12.0,24.0
NHI,49.64,61.57,-0.0077356970185333,-0.0008114248620577,0.0052202283849918,62.05,0,25,26 - 1 (96.30%),6.0,13.0
NKE,87.056,92.58,-0.1492372725601911,-0.01248,-0.0011719582356701,108.82,0,3,32 - 3 (91.43%),90.0,814.0
NJR,36.256,41.59,-0.0823036187113855,-0.0116444866920151,0.0007134363852556,45.32,0,-26,12 - 0 (100.00%),0.0,0.0
NLY,16.424000000000003,19.73,-0.0389673648319532,-0.0193836978131213,0.0080160320641282,20.53,0,-20,39 - 1 (97.50%),10.0,118.0
NMR,5.256,6.45,-0.0182648401826484,-0.0107361963190183,0.0030769230769229,6.57,0,-20,39 - 3 (92.86%),6.0,26.0
NNI,74.06400000000001,92.58,0.003686036426713,0.003686036426713,0.012958488908412,92.58,0,20,24 - 0 (100.00%),0.0,0.0
NOK,3.08,3.54,-0.0805194805194805,0.0056818181818181,-0.0167597765363128,3.85,0,-16,81 - 0 (100.00%),2.0,17.0
NOV,16.8,19.05,-0.0928571428571428,-0.0098752598752597,0.0068027210884353,21.0,0,-20,121 - 33 (78.57%),18.0,147.0
NNN,34.864,41.96,-0.0371730151445616,-0.0016654770402093,-0.010826076723935,43.58,0,-29,27 - 1 (96.43%),20.0,20.0
NOC,384.86400000000003,469.91,-0.0232185915024527,0.0012571379868746,0.0012159999999998,481.08,0,-21,8 - 0 (100.00%),0.0,0.0
NPO,132.408,160.47,-0.0304513322457856,0.0031255860473837,-0.0133834957444183,165.51,0,25,54 - 1 (98.18%),5.0,50.0
NOMD,15.944,19.36,-0.0286001003512292,-0.0167597765363128,0.0061318344404701,19.93,0,18,46 - 3 (93.88%),96.0,678.0
NOW,650.3520000000001,778.57,-0.0422786429502792,0.0050733243829392,0.0006329522702319,812.94,0,-20,47 - 1 (97.92%),12.0,89.0
NSC,210.50400000000002,247.22,-0.060464409227378,-0.0032657339837922,-0.0239650558791122,263.13,0,-20,32 - 0 (100.00%),4.0,52.0
NRG,54.504,65.88,-0.0330250990752972,-0.0330250990752972,0.0142920946851272,68.13,0,19,58 - 11 (84.06%),16.0,101.0
NSA,33.992000000000004,37.12,-0.1263826782772418,-0.0016137708445401,-0.0080042689434364,42.49,0,19,51 - 8 (86.44%),41.0,164.0
NOG,31.608,38.86,-0.0164515312579093,-0.0164515312579093,0.0122982321291313,39.51,0,23,158 - 50 (75.96%),8.0,77.0
NOVT,142.704,172.64,-0.032178495347012,-0.0058735460094437,0.0034090252498988,178.38,0,19,50 - 2 (96.15%),9.0,83.0
NSIT,154.68,182.64,-0.0553917765709852,0.0008768084173607,-0.0155904407401413,193.35,0,27,36 - 4 (90.00%),4.0,8.0
NSP,95.00800000000001,105.63,-0.1105591108117212,-0.0005676979846721,0.0059008280194157,118.76,0,-20,75 - 9 (89.29%),7.0,59.0
NTAP,84.248,104.72,-0.0056025068844364,-0.0019062142584826,0.0018141888666094,105.31,0,18,45 - 22 (67.16%),7.0,79.0
NTES,90.512,104.16,-0.0793706911790702,0.0061823802163833,-0.0189537528430628,113.14,0,18,87 - 7 (92.55%),10.0,94.0
NTCT,19.192,21.47,-0.1050437682367653,-0.006478482184174,0.0131270511017347,23.99,0,-26,55 - 4 (93.22%),21.0,153.0
NTRS,69.296,86.62,0.0013872832369943,0.0089691322073384,0.0036240355389289,86.62,0,-14,45 - 1 (97.83%),9.0,77.0
NVDA,760.0160000000001,925.61,-0.0256941959116649,-0.0256941959116649,0.007561857692838,950.02,0,24,65 - 9 (87.84%),43.0,175.0
NTRA,74.32000000000001,90.0,-0.031216361679225,-0.015209541525331,-0.0100736568457537,92.9,0,19,157 - 26 (85.79%),76.0,690.0
NUS,16.256,12.84,-0.3681102362204724,0.0271999999999998,0.0162601626016258,20.32,0,-25,94 - 54 (63.51%),21.0,236.0
NUE,157.104,194.06,-0.011813830328954,-0.0072641702475956,0.0053486936844271,196.38,0,-18,50 - 5 (90.91%),33.0,100.0
NVR,6401.568,7865.0,-0.0171158066273763,-0.0053180138058571,-0.0081112082602101,8001.96,0,-19,41 - 6 (87.23%),20.0,101.0
NVCR,13.832,13.07,-0.2440717177559281,-0.0098484848484847,-0.0007570022710069,17.29,0,23,171 - 65 (72.46%),23.0,376.0
NVMI,150.136,178.93,-0.046571108861299,-0.0107259357549621,-0.0123948891558369,187.67,0,27,50 - 8 (86.21%),67.0,675.0
NVS,86.77600000000001,95.27,-0.121692633907993,-0.0048051812389011,-0.0051958848591915,108.47,0,-19,2 - 0 (100.00%),0.0,0.0
NVO,108.73599999999999,129.41,-0.0478958210712182,0.002789616427741,0.0022522522522523,135.92,0,-26,15 - 17 (46.88%),0.0,0.0
NVEE,91.13600000000001,96.99,-0.1486130617977529,0.0101020620704019,-0.018601798855274,113.92,0,23,90 - 9 (90.91%),3.0,12.0
NWE,41.176,48.99,-0.0481834078103748,-0.0040658670461475,0.0014250814332248,51.47,0,-21,15 - 1 (93.75%),0.0,0.0
NWL,7.176000000000001,7.4,-0.1750278706800446,-0.0377113133940182,0.0039164490861618,8.97,0,-22,128 - 34 (79.01%),25.0,331.0
NWSA,21.504,26.07,-0.0301339285714284,0.0015366884364194,0.005019305019305,26.88,0,-31,55 - 0 (100.00%),14.0,117.0
NWG,5.352,6.69,0.0045045045045044,0.0075301204819278,-0.003003003003003,6.69,0,-22,72 - 12 (85.71%),12.0,75.0
NXPI,207.23200000000003,239.06,-0.077130945027795,-0.0053257884663393,-0.0163303728563828,259.04,0,-23,51 - 12 (80.95%),6.0,62.0
O,47.584,52.6,-0.1156691324815063,0.0082422848380294,0.0017281105990785,59.48,0,25,30 - 0 (100.00%),14.0,56.0
NYCB,8.472,3.2,-0.6978281397544853,-0.039039039039039,-0.059322033898305,10.59,0,-22,62 - 12 (83.78%),8.0,142.0
NXE,6.6000000000000005,7.59,-0.08,-0.0039370078740157,-0.0155038759689922,8.25,0,14,169 - 26 (86.67%),10.0,117.0
NWS,22.392,26.89,-0.0392997499106823,-0.0003717472118958,0.0037313432835819,27.99,0,-31,44 - 0 (100.00%),22.0,112.0
NXST,144.504,168.74,-0.0658251674694125,0.0094520220148361,0.0145666423889294,180.63,0,19,55 - 1 (98.21%),6.0,59.0
OGE,28.584,33.37,-0.0660509375874615,-0.008910008910009,-0.0011865915158706,35.73,0,25,15 - 1 (93.75%),1.0,1.0
NYT,39.688,43.68,-0.1195323523483168,-0.0031948881789137,0.0034348523013509,49.61,0,-30,54 - 4 (93.10%),92.0,92.0
ODP,46.84,51.7,-0.1169940222032449,0.0036886041545332,-0.0164216154286804,58.55,0,19,93 - 24 (79.49%),9.0,69.0
ODFL,356.98400000000004,433.32,-0.0289312686282858,-0.0039307633956278,-0.0136939714784501,446.23,0,-20,38 - 1 (97.44%),7.0,49.0
OC,132.912,164.15,-0.0119778500060189,-0.007857358718646,-0.0031330963427126,166.14,0,-20,43 - 10 (81.13%),21.0,21.0
OII,18.656000000000002,22.84,-0.0205831903945111,-0.0205831903945111,0.0295805739514349,23.32,0,-20,186 - 29 (86.51%),23.0,280.0
OGS,52.00800000000001,61.83,-0.0496464801721489,-0.01072,0.00144207659029,65.01,0,24,13 - 2 (86.67%),8.0,32.0
OKE,63.576,78.67,-0.0100666918333962,-0.008194654563792,0.0036694925977476,79.47,0,21,52 - 3 (94.55%),23.0,46.0
OLED,154.12,164.88,-0.1441474175966779,-0.0064477252184392,-0.0013239453571642,192.65,0,23,112 - 18 (86.15%),17.0,142.0
OLLI,66.128,76.1,-0.0793612388095814,-0.0410786290322581,0.0152232314187028,82.66,0,4,93 - 9 (91.18%),5.0,64.0
OHI,25.224000000000004,30.81,-0.0228353948620362,-0.0058083252662148,0.0003227888960619,31.53,0,-29,30 - 2 (93.75%),0.0,0.0
OI,13.808000000000002,15.61,-0.0955967555040557,0.0038585209003214,0.0136897001303781,17.26,0,-19,78 - 19 (80.41%),19.0,135.0
OMAB,68.264,77.31,-0.0939880464080628,0.0334179922470259,0.021157521157521,85.33,0,-20,69 - 8 (89.61%),14.0,85.0
OLN,46.6,57.15,-0.0188841201716738,0.0075811001410437,0.0028288543140027,58.25,0,-21,118 - 6 (95.16%),9.0,126.0
OMC,76.536,92.78,-0.0302080066896623,-0.0063189461283067,-0.0063850164946258,95.67,0,-14,30 - 0 (100.00%),40.0,40.0
OMCL,31.088,27.89,-0.2888832228454869,-0.0179577464788731,0.0168277837450769,38.86,0,-29,81 - 57 (58.70%),109.0,988.0
OPCH,27.448000000000004,32.85,-0.0425531914893617,0.0036663611365721,0.0015299877600978,34.31,0,23,99 - 4 (96.12%),3.0,12.0
ORAN,9.832,,,,,,,,,,
ORA,61.664,65.23,-0.1537363777893097,-0.0060947737315251,-0.0102548635198311,77.08,0,24,43 - 13 (76.79%),5.0,25.0
OMF,40.856,49.35,-0.0336792637556294,-0.0040363269424822,-0.0040201005025126,51.07,0,-19,111 - 4 (96.52%),12.0,185.0
ON,68.376,72.89,-0.1471861471861472,-0.0088387272232799,-0.0152651312265666,85.47,0,-28,76 - 13 (85.39%),8.0,122.0
ORCL,103.39200000000001,126.47,-0.0214329928814609,0.0030932741116751,-0.0133813287424682,129.24,0,11,22 - 2 (91.67%),3.0,19.0
ORI,24.304000000000002,29.97,-0.0134957208689927,0.0020060180541623,0.0084288604180715,30.38,0,-21,15 - 0 (100.00%),0.0,0.0
OTEX,35.336000000000006,39.38,-0.1084446456871179,0.0051046452271568,0.0012777919754662,44.17,0,-26,32 - 6 (84.21%),24.0,97.0
ONB,13.92,16.87,-0.0304597701149423,0.0011869436201781,0.0017835909631391,17.4,0,-19,44 - 9 (83.02%),24.0,96.0
OUT,13.080000000000002,16.29,-0.0036697247706423,-0.0036697247706423,0.0257214554579674,16.35,0,24,86 - 12 (87.76%),39.0,195.0
